,CMT_SJ1_19Aug24_Gill_S203_L005,CMT_SJ1_20Jun24_Gill_S191_L005,CMT_SJ1_22Jul24_Gill_S197_L005,CMT_SJ2_19Aug24_Gill_S204_L005,CMT_SJ2_20Jun24_Gill_S192_L005,CMT_SJ2_22Jul24_Gill_S198_L005,CMT_SJ3_19Aug24_Gill_S205_L005,CMT_SJ3_20Jun24_Gill_S193_L005,CMT_SJ3_22Jul24_Gill_S199_L005,DAF_SJ1_20Aug24_Gill_S206_L005,DAF_SJ1_21Jun24_Gill_S194_L005,DAF_SJ1_23Jul24_Gill_S200_L005,DAF_SJ2_20Aug24_Gill_S207_L005,DAF_SJ2_21Jun24_Gill_S195_L005,DAF_SJ2_23Jul24_Gill_S201_L005,DAF_SJ3_20Aug24_Gill_S208_L005,DAF_SJ3_21Jun24_Gill_S196_L005,DAF_SJ3_23Jul24_Gill_S202_L005
evm.TU.ctg279.228,2,307,0,0,6,0,8,2,0,15,5,1,357,6,1,0,47,1
evm.TU.ctg279.229,1,0,0,0,0,0,0,256,0,26,1,0,1,0,2,0,41,13
evm.TU.ctg279.230,58,188,0,34,10,677,187,1,90,0,3,80,0,10,0,4,7,27
evm.TU.ctg279.231,114,13,143,36,18,105,6,81,44,58,1,44,8,46,65,55,52,94
evm.TU.ctg279.232,2,9,373,1,6,35,2,401,405,2,0,351,5,26,193,64,219,105
evm.TU.ctg279.233,8,12,16,20,7,6,13,59,32,2,23,33,15,27,13,4,150,13
evm.TU.ctg279.234,93,106,16,49,39,146,75,0,25,46,2,125,59,51,36,11,29,42
evm.TU.ctg279.235,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.240,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
evm.TU.ctg279.242,0,11,4,0,3,4,30,0,0,4,9,0,0,2,0,0,13,0
evm.TU.ctg279.243,260,27,10,45,13,243,31,112,448,81,58,110,23,133,23,38,314,52
evm.TU.ctg279.246,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
evm.TU.ctg279.249,8,0,10,4,2,0,13,6,4,1,5,13,0,3,18,20,3,10
evm.TU.ctg279.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.251,4299,27,2040,295,79,2,78,99,49,4,3,428,1,2,65,1,1,0
evm.TU.ctg279.252,0,254,0,0,0,0,14,5,115,31,0,0,0,57,0,0,0,0
evm.TU.ctg279.253,0,50,455,4,0,0,45,1238,18,27,0,0,0,11,0,0,0,0
evm.TU.ctg279.254,3,25,0,0,6,4,15,7,4,0,5,1,0,5,17,3,45,1
evm.TU.ctg279.255,109,0,75,46,369,97,123,78,16,6,31,13,27,0,94,2,43,1
evm.TU.ctg279.256,64,9,140,14,160,16,7,51,34,33,29,34,25,15,4,50,3,73
evm.TU.ctg279.257,360,1058,286,578,518,183,447,569,266,476,642,694,419,601,509,363,615,475
evm.TU.ctg279.258,954,248,366,560,840,1333,51,1087,2207,86,2095,851,1125,1402,332,113,1252,288
evm.TU.ctg279.259,153,190,106,247,124,145,190,94,269,197,127,172,136,72,317,158,445,244
evm.TU.ctg279.260,632,125,586,341,457,417,438,168,459,349,446,473,259,384,452,499,567,392
evm.TU.ctg279.261,0,0,0,4,0,0,0,0,1,7,0,1,0,0,4,0,0,0
evm.TU.ctg279.262,14,0,0,0,0,0,4,0,0,0,8,7,0,0,29,0,0,0
evm.TU.ctg279.263,15,0,0,0,1,0,11,0,0,0,1,13,6,0,18,0,0,0
evm.TU.ctg279.264,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.265,8,2,6,155,0,3,2,0,14,71,4,20,0,0,23,22,5,5
evm.TU.ctg279.266,8,8,2,516,0,9,0,0,22,92,0,21,12,10,35,14,13,6
evm.TU.ctg279.267,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
evm.TU.ctg279.268,962,827,368,649,566,884,624,924,1337,893,844,804,577,944,1216,377,743,779
evm.TU.ctg279.269,253,359,285,333,311,182,249,178,213,287,288,199,262,231,324,177,270,336
evm.TU.ctg279.270,0,0,0,0,0,0,1,20,0,0,0,0,0,0,17,0,25,0
evm.TU.ctg279.272,166,0,60,2,42,0,0,16,3,0,0,4,1,0,22,0,0,3
evm.TU.ctg279.273,215,0,177,0,137,0,0,17,189,14,0,80,0,33,50,38,21,0
evm.TU.ctg279.274,149,0,172,0,107,0,0,13,83,47,0,72,0,41,49,2,95,0
evm.TU.ctg279.275,19,0,17,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.279,61,33,13,29,38,58,159,86,148,37,22,69,21,26,189,13,49,78
evm.TU.ctg279.281,0,0,0,0,0,12,1,16,8,6,1,0,1,8,1,3,1,1
evm.TU.ctg279.282,0,2,0,0,0,0,0,75,26,20,6,0,0,3,0,10,4,18
evm.TU.ctg279.283,2,2,0,8,1,1,0,0,0,0,2,4,0,1,0,0,5,3
evm.TU.ctg279.284,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,32,131,0
evm.TU.ctg279.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.286,11,3,0,3,57,0,9,6,51,12,0,5,4,3,4,10,2,0
evm.TU.ctg279.287,0,0,0,4,1,1,0,1,2,7,0,0,0,5,0,0,4,0
evm.TU.ctg279.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.289,24,6,13,586,93,7,21,7,3,0,559,0,144,149,232,0,13,0
evm.TU.ctg279.290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.291,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
evm.TU.ctg279.293,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.295,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,0,0,0
evm.TU.ctg279.296,47,79,72,86,115,141,67,140,46,120,67,55,58,209,153,80,70,199
evm.TU.ctg279.297,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.298,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0
evm.TU.ctg279.300,25,1,0,0,1,0,0,4,3,0,0,7,1,1,0,0,0,1
evm.TU.ctg279.301,29,4,23,0,53,7,39,0,2,31,9,16,14,9,41,29,20,5
evm.TU.ctg279.303,68,61,76,47,37,108,83,1,57,63,32,54,42,133,250,89,211,97
evm.TU.ctg279.304,4,42,127,18,16,55,23,24,67,136,493,125,12,198,22,68,71,55
evm.TU.ctg279.305,3,27,8,0,8,25,12,22,29,63,361,55,7,112,9,19,42,33
evm.TU.ctg279.306,4,10,4,1,1,4,0,15,5,17,175,25,10,110,2,15,19,11
evm.TU.ctg279.307,403,138,39,1,0,0,93,173,0,4,35,7,0,0,0,38,9,15
evm.TU.ctg279.308,123,380,858,161,168,664,284,72,100,121,215,141,66,262,165,588,82,334
evm.TU.ctg279.309,497,1068,963,330,1071,1147,744,1134,898,878,731,1492,742,643,930,1042,618,1349
evm.TU.ctg279.310,1616,2522,2074,1392,1654,3123,2369,2513,1720,2072,1703,1824,1680,2379,3289,2190,1812,2782
evm.TU.ctg279.311,0,0,2,0,0,4,0,0,56,0,0,18,0,0,0,0,4,4
evm.TU.ctg279.312,235,2,0,2,0,5,4,0,0,0,0,0,0,0,0,0,1,0
evm.TU.ctg279.313,536,280,791,337,744,732,290,161,500,678,573,986,588,638,308,444,827,1013
evm.TU.ctg279.315,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.316,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
evm.TU.ctg279.318,33,72,58,22,78,50,62,65,62,35,76,93,35,81,32,160,42,32
evm.TU.ctg279.319,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
evm.TU.ctg279.320,0,0,4,0,0,1,0,10,0,3,0,7,0,0,0,3,0,6
evm.TU.ctg279.321,69,40,51,45,29,72,29,36,335,60,52,27,32,18,80,15,48,38
evm.TU.ctg279.322,3111,2340,1955,2648,2428,1613,3818,2765,2548,1031,1660,1555,1499,2411,3491,1504,2033,1505
evm.TU.ctg279.323,0,4,7,1,0,13,4,43,0,25,0,4,1,0,2,21,3,9
evm.TU.ctg279.324,306,243,133,239,329,203,647,302,503,351,236,499,155,214,328,207,574,315
evm.TU.ctg279.325,95,167,3,7,1,3,35,102,45,23,5,28,15,69,30,2,98,5
evm.TU.ctg279.326,4,25,27,0,1,0,9,0,0,1,0,1,1,32,9,1,6,10
evm.TU.ctg279.329,0,48,171,36,0,150,118,3,0,86,7,71,0,320,127,78,25,114
evm.TU.ctg279.330,0,0,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0
evm.TU.ctg279.331,0,0,23,0,0,2,1,2,2,6,2,0,7,0,9,1,1,2
evm.TU.ctg279.332,0,34,117,1058,270,279,13,186,0,78,734,483,148,526,15,102,58,174
evm.TU.ctg279.333,0,3,7,0,47,1,0,0,0,4,0,5,0,0,27,4,0,36
evm.TU.ctg279.335,148,463,456,225,117,265,370,170,133,124,1,313,2,338,553,430,0,426
evm.TU.ctg279.336,175,293,270,507,252,627,631,1123,302,363,711,431,500,222,481,653,305,641
evm.TU.ctg279.337,273,115,102,162,226,190,209,55,79,153,138,105,128,142,321,124,98,253
evm.TU.ctg279.338,11,19,2,247,50,53,73,65,30,61,24,50,26,50,85,56,24,44
evm.TU.ctg279.339,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
evm.TU.ctg279.340,193,0,401,276,326,293,496,269,170,246,162,290,121,0,289,107,195,219
evm.TU.ctg279.341,0,5,0,19,1,18,0,4,7,14,0,0,0,1,3,0,4,4
evm.TU.ctg279.342,189,245,323,94,463,462,263,154,554,283,157,312,90,125,429,416,146,300
evm.TU.ctg279.343,3,1,5,2,0,10,3,1,0,1,5,2,0,0,0,0,0,5
evm.TU.ctg279.344,16,0,23,6,12,5,0,7,9,9,6,0,1,3,0,3,8,12
evm.TU.ctg279.345,42,13,3,37,54,6,26,52,9,2,54,69,1,0,36,41,27,173
evm.TU.ctg279.346,8,13,3,4,2,4,13,2,5,0,6,15,0,2,133,7,7,12
evm.TU.ctg279.347,19,0,17,0,10,1,0,0,2,1,0,0,0,0,4,0,0,2
evm.TU.ctg279.348,0,0,10,4,0,9,1,0,4,8,0,0,7,0,7,9,0,2
evm.TU.ctg279.349,926,1113,570,1278,1160,1247,975,674,1568,1218,985,1329,756,612,1075,901,1051,1250
evm.TU.ctg279.350,276,183,332,345,267,450,350,656,632,164,199,474,162,116,503,264,162,73
evm.TU.ctg279.352,67,54,253,403,75,13,413,42,19,11,415,281,293,2,356,6,86,23
evm.TU.ctg279.353,0,0,54,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.356,5,17,21,3,66,15,39,24,14,13,42,20,12,49,85,41,3,9
evm.TU.ctg279.357,0,4,4,0,7,16,36,0,4,11,3,3,0,3,16,21,7,0
evm.TU.ctg279.359,31,8,63,15,16,13,13,54,22,0,20,57,34,11,0,54,15,6
evm.TU.ctg279.360,32,11,30,13,34,11,231,305,9,3,335,123,34,19,73,60,34,12
evm.TU.ctg279.361,66,50,125,236,71,21,379,67,110,23,225,277,133,13,214,12,75,31
evm.TU.ctg279.362,1,22,4,2,42,26,28,34,11,7,21,32,4,36,42,47,7,26
evm.TU.ctg279.363,2,10,1,6,2,14,29,30,10,9,45,26,4,15,17,18,5,26
evm.TU.ctg279.364,4,42,22,2,316,138,98,140,7,40,86,130,36,94,63,156,3,70
evm.TU.ctg279.366,20,42,102,42,185,18,173,77,66,10,80,86,24,74,222,47,26,55
evm.TU.ctg279.367,3,4,6,20,6,0,35,20,5,0,18,34,3,14,13,3,6,1
evm.TU.ctg279.368,17,0,0,1,3,0,0,16,27,0,2,2,0,0,0,0,0,0
evm.TU.ctg279.369,48,0,70,10,24,3,0,14,28,13,56,27,6,20,0,10,7,8
evm.TU.ctg279.370,12,88,10,35,49,60,8,49,24,31,73,42,0,109,13,65,99,39
evm.TU.ctg279.372,2,0,8,1,17,0,7,0,0,0,2,0,6,1,23,0,1,0
evm.TU.ctg279.373,1,0,0,0,0,0,0,0,0,3,10,0,0,0,6,0,0,0
evm.TU.ctg279.374,505,200,146,614,239,465,304,631,135,436,227,212,128,192,239,255,230,304
evm.TU.ctg279.375,471,521,433,671,411,364,205,402,614,558,1088,512,297,751,413,371,685,213
evm.TU.ctg279.376,0,0,0,9,4,0,0,0,0,4,0,0,0,2,0,0,0,0
evm.TU.ctg279.377,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg279.378,0,0,0,87,0,0,0,0,0,2,0,0,0,0,0,0,0,0
evm.TU.ctg279.379,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
evm.TU.ctg279.380,0,0,0,6,2,0,0,0,0,11,1,0,3,3,6,4,0,0
evm.TU.ctg279.381,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
evm.TU.ctg279.382,0,0,0,4,0,0,0,17,0,0,31,12,0,0,0,0,0,0
evm.TU.ctg279.383,212,0,0,6,0,0,9,6,799,8,4,96,10,77,3,20,71,9
evm.TU.ctg279.384,0,0,2,0,0,0,1,0,5,0,3,2,2,0,1,0,0,0
evm.TU.ctg279.385,106,91,160,61,229,30,34,128,56,27,119,254,71,71,50,0,64,33
evm.TU.ctg279.386,5,24,42,50,19,21,0,18,10,12,25,57,16,110,17,10,290,29
evm.TU.ctg279.388,2,0,0,3,0,0,0,0,0,1,0,1,1,0,0,3,0,0
evm.TU.ctg279.389,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0
evm.TU.ctg279.390,52,40,63,0,170,1,93,14,90,5,55,26,26,4,92,0,93,7
evm.TU.ctg279.391,143,27,452,51,552,28,83,85,121,112,130,115,112,324,124,67,252,86
evm.TU.ctg279.393,4,0,77,7,138,16,2,0,0,24,5,3,8,0,153,26,0,31
evm.TU.ctg279.395,41,104,73,165,50,29,56,46,77,135,64,74,51,92,124,16,59,57
evm.TU.ctg279.396,4,0,1,77,38,1,65,0,1,39,3,0,40,0,49,30,0,0
evm.TU.ctg279.398,6,2,4,35,25,25,32,1,3,20,8,0,39,3,24,11,0,28
evm.TU.ctg279.399,28,13,10,0,17,2,24,117,50,40,70,36,93,1,2,27,31,216
evm.TU.ctg279.400,17,2,147,4,87,171,36,56,87,285,106,34,4,51,0,237,130,42
evm.TU.ctg279.401,9,0,1,0,3,1,4,0,0,7,0,0,0,0,6,0,6,1
evm.TU.ctg279.402,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
evm.TU.ctg279.403,12,15,32,20,6,82,10,19,120,20,12,8,32,67,13,235,1,108
evm.TU.ctg279.404,71,85,199,141,138,65,165,44,241,167,171,75,116,300,162,112,58,185
evm.TU.ctg279.405,0,0,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,0
evm.TU.ctg279.408,13,2,10,0,13,1,0,0,1,19,15,1,6,0,1,3,0,8
evm.TU.ctg279.409,47,124,71,30,81,19,68,25,135,24,48,5,58,27,112,6,4,24
evm.TU.ctg279.410,105,67,180,129,185,85,28,221,59,332,102,84,33,408,228,101,295,277
evm.TU.ctg279.411,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
evm.TU.ctg279.412,11,2,13,19,24,0,16,20,40,37,35,38,9,29,1,0,21,7
evm.TU.ctg279.413,69,0,41,89,43,1,3,28,1,8,59,172,2,74,97,0,17,15
evm.TU.ctg279.414,40,33,164,158,108,39,46,34,67,210,83,547,79,170,179,74,119,151
evm.TU.ctg279.415,0,2,5,0,0,5,0,0,0,5,9,4,0,0,0,7,4,2
evm.TU.ctg198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg227.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg227.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg227.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg227.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg227.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg227.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg227.11,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
evm.TU.ctg227.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg227.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.1,0,0,0,8,0,0,0,3,2,4,5,0,2,0,2,2,1,0
evm.TU.ctg100.5,5,4,0,16,0,14,6,2,4,2,6,6,9,4,6,1,10,1
evm.TU.ctg100.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
evm.TU.ctg100.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg100.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg18.5,1,1,1,10,3,4,4,2,1,3,4,0,4,4,3,3,5,0
evm.TU.ctg116.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.10,0,1,0,0,0,3,0,8,0,1,0,0,1,4,0,0,0,0
evm.TU.ctg116.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg116.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg122.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg122.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg122.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg122.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg122.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg122.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg122.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg122.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg122.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.1,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,1,0
evm.TU.ctg51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.16,8,4,0,15,3,5,0,2,9,5,3,2,0,3,0,1,12,6
evm.TU.ctg51.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg51.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg166.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg166.6,3,1,0,4,0,1,0,3,3,0,1,0,2,1,0,3,2,1
evm.TU.ctg56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg56.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg56.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg56.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg33.15,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0
evm.TU.ctg144.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
evm.TU.ctg144.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg144.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg92.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg92.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg92.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg92.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg92.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg92.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg92.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg92.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg92.19,0,0,0,1,0,0,0,3,0,0,4,0,0,2,0,2,0,1
evm.TU.ctg92.20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
evm.TU.ctg80.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg80.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg80.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg80.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg80.11,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
evm.TU.ctg80.12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg80.13,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,1,0,1
evm.TU.ctg80.16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
evm.TU.ctg80.18,0,3,33,2,0,4,0,15,2,0,0,0,0,2,2,0,0,2
evm.TU.ctg80.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg80.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.ctg36.9,0,0,2,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0
